Ano,Órgão Orçamentário,Função,Grupo de Despesa,Resultado Primário,Subfunção,Projeto de Lei,Dotação Inicial,Dotação Atual,Empenhado,Liquidado,Pago
Total,,,,,,1.450.445.433.311,1.320.014.525.616,1.418.354.560.225,1.328.682.771.366,1.135.211.696.137,1.102.747.377.012
2011,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,0 - Financeira,122 - Administração Geral,3.171.677.325,3.171.677.325,3.304.253.833,3.208.513.729,3.208.513.729,3.198.127.077
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,428.810.598,428.810.598,513.630.034,482.227.229,471.603.262,469.013.991
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,4.426.889.313,4.426.889.313,4.658.622.343,4.620.997.402,4.615.575.498,4.614.882.145
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,146.295.328,146.295.328,146.700.454,134.286.603,133.662.528,133.413.897
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,365 - Educação Infantil,32.734.854,32.734.854,36.857.003,30.091.549,29.872.751,29.851.467
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,741.200.000,741.200.000,529.542.159,529.190.311,208.867.863,208.866.243
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,644.000.000,644.000.000,582.000.000,581.472.971,581.399.889,581.399.889
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,847 - Transferências para a Educação Básica,12.509.573.655,12.542.723.655,12.780.201.320,12.779.905.900,10.699.149.851,10.699.142.923
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,3.000.000,3.000.000,3.000.000,3.000.000,3.000.000,3.000.000
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,576.433.013,574.433.013,619.581.215,502.139.721,352.817.594,349.252.384
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,153.000.000,153.000.000,172.770.800,155.358.589,155.358.589,155.358.589
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,74.880.019,74.880.019,95.544.874,61.169.632,47.337.621,45.734.178
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,31.000.000,61.000.000,48.800.000,29.218.239,13.714.999,13.714.999
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,250.766.824,278.134.171,456.003.855,353.111.327,252.130.409,228.854.283
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,303 - Suporte Profilático e Terapêutico,2.000.000,2.000.000,2.000.000,2.000.000,391.025,391.025
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,4.194.248.196,4.239.488.196,4.973.453.843,4.363.638.274,3.819.014.618,3.735.929.948
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,8.461.735.347,8.588.605.583,10.235.055.691,9.242.478.257,7.922.886.732,7.752.614.130
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,442.500.000,392.500.000,333.302.902,44.290.779,20.789.650,20.789.650
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,179.950.000,214.950.000,227.677.899,127.586.102,106.623.641,106.445.967
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,4.167.703.042,4.186.791.518,5.430.450.304,4.227.816.096,3.483.243.241,3.399.224.056
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,5.000.000,5.000.000,5.000.000,5.000.000,5.000.000,5.000.000
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,186.719.987,186.719.987,185.909.987,199.130.229,187.617.377,187.608.910
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,847 - Transferências para a Educação Básica,161.639.937,231.806.764,496.558.296,101.790.023,8.187.210,7.619.777
2013,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,3 - Primária discricionária, PAC, considerada no cálculo do RP,368 - Educação Básica,0,0,135.027.758,59.979.744,3.828.184,750.415
2013,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,1 - Primária obrigatória, considerada no cálculo do RP,847 - Transferências para a Educação Básica,591.000.000,591.000.000,623.344.243,618.004.466,617.913.608,617.913.608
2013,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,172.482.455,172.482.455,156.995.463,96.860.507,45.835.283,45.437.288
2013,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,379.352,379.352,416.651,160.027,61.364,61.364
2013,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,334.024.825,450.197.567,425.854.460,231.492.767,57.269.991,51.596.327
2013,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,1.326.993.704,1.839.321.034,2.024.164.051,1.566.646.010,325.837.354,266.659.959
2013,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,2.912.121.644,3.278.269.244,3.822.979.358,2.612.974.983,771.370.067,698.555.271
2013,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,1.727.631.176,2.032.366.716,582.636.779,210.744.081,12.779.721,11.578.613
2013,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,500.000,500.000,5.816.232,4.498.752,0,0
2013,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,847 - Transferências para a Educação Básica,890.905.780,1.340.190.768,872.030.214,110.001.187,4.749.200,4.749.200
2013,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,3 - Primária discricionária, PAC, considerada no cálculo do RP,365 - Educação Infantil,1.984.200.000,1.984.200.000,1.984.200.000,1.984.200.000,553.766.396,220.284.510
2013,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,3 - Primária discricionária, PAC, considerada no cálculo do RP,368 - Educação Básica,1.168.600.000,1.168.600.000,2.792.893.844,2.746.189.999,772.065.975,243.800.645
2013,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,3 - Primária discricionária, PAC, considerada no cálculo do RP,847 - Transferências para a Educação Básica,0,0,479.200.000,478.854.000,251.320.788,50.386.880
2013,26000 - Ministério da Educação,12 - Educação,5 - Inversões Financeiras,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,3.141.227,3.141.227,2.142.700,2.142.700,2.142.700,2.142.700
2013,26000 - Ministério da Educação,12 - Educação,5 - Inversões Financeiras,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,10.000,10.000,12.315.000,10.474.455,10.474.455,4.570.000
2013,26000 - Ministério da Educação,12 - Educação,5 - Inversões Financeiras,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,39.000.000,39.000.000,42.351.936,24.720.208,18.253.208,18.253.208
2013,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,123 - Administração Financeira,135.853.000,135.853.000,272.234.154,272.234.154,98.397.412,78.428.592
2013,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,5 - Inversões Financeiras,0 - Financeira,694 - Serviços Financeiros,1.644.604.823,1.644.604.823,7.300.994.844,7.300.994.841,6.382.080.250,5.694.590.360
2014,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,0 - Financeira,122 - Administração Geral,4.208.853.982,4.208.853.982,4.697.247.752,4.585.668.629,4.570.112.081,4.514.997.842
2014,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,1.107.693.901,1.107.693.901,216.491.238,201.005.151,199.235.366,199.129.562
2014,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,3.667.881.256,3.667.881.256,3.853.496.456,3.814.133.405,3.805.002.527,3.798.893.743
2014,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,363 - Ensino Profissional,3.921.693.603,3.921.693.603,5.126.315.168,5.100.931.633,5.098.029.770,5.083.739.087
2014,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,364 - Ensino Superior,13.695.349.355,13.695.349.355,15.812.728.283,15.731.649.113,15.726.234.046,15.710.723.526
2014,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,184.213.714,184.213.714,232.326.511,229.259.782,228.801.888,228.801.888
2014,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,561.325.020,561.325.020,533.215.607,508.075.057,494.304.049,492.584.024
2014,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,3.619.356.776,3.619.356.776,3.710.356.776,3.704.211.192,3.697.969.519,3.697.564.282
2014,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,1.315.155.185,1.315.155.185,1.371.809.407,1.335.671.667,1.333.635.987,1.332.970.687
2014,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,416.200.000,416.200.000,322.300.000,322.289.471,74.533.668,74.533.668
2014,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,594.000.000,594.000.000,594.000.000,581.178.023,580.751.646,580.717.122
2014,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,847 - Transferências para a Educação Básica,12.320.367.278,12.372.990.455,12.888.510.455,12.888.396.223,10.586.003.579,10.583.694.979
2014,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,658.762.986,657.942.986,683.500.246,542.758.243,421.301.783,419.629.462
2014,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,86.405.090,86.405.090,86.843.939,66.491.147,57.089.996,56.351.895
2014,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,31.000.000,31.000.000,31.000.000,19.329.987,17.397.774,17.200.082
2014,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,310.580.276,310.580.276,546.828.872,336.687.921,273.279.349,252.846.330
2014,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,303 - Suporte Profilático e Terapêutico,2.600.000,2.600.000,2.600.000,2.600.000,1.592.430,1.519.490
2014,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,4.841.612.397,4.881.712.397,5.806.049.176,5.514.365.951,5.074.577.671,5.004.050.776
2014,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,9.642.292.924,9.781.222.322,11.277.109.954,9.981.264.714,9.315.549.145,9.216.637.731
2014,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,146.250.000,142.796.125,144.916.965,47.994.239,34.875.650,34.875.650
2014,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,200.950.000,200.950.000,200.950.000,175.303.108,175.303.108,175.303.108
2014,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,4.702.506.306,4.720.119.832,5.324.161.415,4.861.979.224,3.961.660.285,3.892.304.155
2014,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,579.693.882,608.693.882,721.644.658,605.796.904,451.116.337,415.317.266
